Q1;Q3;IC80I;IC80S;IC90I;IC90S;IC95I;IC95S;Casos semanais reportados até a última atualização;casos estimados;média móvel;tendência de longo prazo;tendência de curto prazo;transmissão comunitária;CO_MACSAUD;DS_NOMEPAD_macsaud;CO_UF;DS_UF_SIGLA;População;Semana epidemiológica;Ano epidemiológico;escala
3,3461036069344487;3,5526532123007724;3,3047936858611839;3,6352730544473020;3,2221738437146543;3,7178928965938316;3,1808639226413895;3,8005127387403612;3,13955400156812e+00;3,42872344908098e+00;3,63527305444730e+00;1,0;-1,0;Alta;3531;RRAS12;35;SP;2420726;12;2026;incidência
3,2221738437146543;3,8831325808868908;2,8916944751285358;4,2962317916195385;2,7264547908354766;4,5027813969858625;2,6025250276156822;4,8332607655719810;1,52846707971080e+00;3,55265321230077e+00;;1,0;-0,5;Alta;3531;RRAS12;35;SP;2420726;13;2026;incidência
;;;;;;;;2,57855902386070e-01;2,57855902386070e-01;;;;Pré-epidêmica;3532;RRAS11;35;SP;775627;1;2020;incidência
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;1,28927951193035e-01;;;Pré-epidêmica;3532;RRAS11;35;SP;775627;2;2020;incidência
;;;;;;;;1,28927951193035e-01;1,28927951193035e-01;0,00000000000000e+00;;;Pré-epidêmica;3532;RRAS11;35;SP;775627;3;2020;incidência
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;1,28927951193035e-01;;;Pré-epidêmica;3532;RRAS11;35;SP;775627;4;2020;incidência
;;;;;;;;1,28927951193035e-01;1,28927951193035e-01;1,28927951193035e-01;;;Pré-epidêmica;3532;RRAS11;35;SP;775627;5;2020;incidência
;;;;;;;;1,28927951193035e-01;1,28927951193035e-01;2,57855902386070e-01;;;Pré-epidêmica;3532;RRAS11;35;SP;775627;6;2020;incidência
;;;;;;;;5,15711804772139e-01;5,15711804772139e-01;2,57855902386070e-01;;;Pré-epidêmica;3532;RRAS11;35;SP;775627;7;2020;incidência
;;;;;;;;2,57855902386070e-01;2,57855902386070e-01;2,57855902386070e-01;;;Pré-epidêmica;3532;RRAS11;35;SP;775627;8;2020;incidência
;;;;;;;;1,28927951193035e-01;1,28927951193035e-01;1,28927951193035e-01;;;Pré-epidêmica;3532;RRAS11;35;SP;775627;9;2020;incidência
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;2,57855902386070e-01;;;Pré-epidêmica;3532;RRAS11;35;SP;775627;10;2020;incidência
;;;;;;;;7,73567707158209e-01;7,73567707158209e-01;1,16035156073731e+00;;;Alta;3532;RRAS11;35;SP;775627;11;2020;incidência
;;;;;;;;2,83641492624677e+00;2,83641492624677e+00;2,96534287743980e+00;;;Alta;3532;RRAS11;35;SP;775627;12;2020;incidência
;;;;;;;;5,28604599891443e+00;5,28604599891443e+00;4,25462238937015e+00;;;Alta;3532;RRAS11;35;SP;775627;13;2020;incidência
;;;;;;;;4,64140624294925e+00;4,64140624294925e+00;4,25462238937015e+00;;;Alta;3532;RRAS11;35;SP;775627;14;2020;incidência
;;;;;;;;2,83641492624677e+00;2,83641492624677e+00;3,86783853579104e+00;;;Alta;3532;RRAS11;35;SP;775627;15;2020;incidência
;;;;;;;;3,99676648698408e+00;3,99676648698408e+00;3,99676648698408e+00;;;Alta;3532;RRAS11;35;SP;775627;16;2020;incidência
;;;;;;;;5,28604599891443e+00;5,28604599891443e+00;5,02819009652836e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;17;2020;incidência
;;;;;;;;5,67282985249353e+00;5,67282985249353e+00;5,28604599891443e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;18;2020;incidência
;;;;;;;;4,89926214533532e+00;4,89926214533532e+00;5,67282985249353e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;19;2020;incidência
;;;;;;;;6,57532551084477e+00;6,57532551084477e+00;4,77033419414229e+00;;;Alta;3532;RRAS11;35;SP;775627;20;2020;incidência
;;;;;;;;2,70748697505373e+00;2,70748697505373e+00;4,64140624294925e+00;;;Alta;3532;RRAS11;35;SP;775627;21;2020;incidência
;;;;;;;;4,64140624294925e+00;4,64140624294925e+00;4,51247829175622e+00;;;Alta;3532;RRAS11;35;SP;775627;22;2020;incidência
;;;;;;;;6,05961370607264e+00;6,05961370607264e+00;6,05961370607264e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;23;2020;incidência
;;;;;;;;7,34889321800298e+00;7,34889321800298e+00;7,34889321800298e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;24;2020;incidência
;;;;;;;;8,50924477874030e+00;8,50924477874030e+00;8,76710068112637e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;25;2020;incidência
;;;;;;;;1,05720919978289e+01;1,05720919978289e+01;9,92745224186368e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;26;2020;incidência
;;;;;;;;1,08299479002149e+01;1,08299479002149e+01;1,09588758514080e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;27;2020;incidência
;;;;;;;;1,13456597049871e+01;1,13456597049871e+01;1,09588758514080e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;28;2020;incidência
;;;;;;;;1,08299479002149e+01;1,08299479002149e+01;1,16035156073731e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;29;2020;incidência
;;;;;;;;1,25060112657244e+01;1,25060112657244e+01;1,16035156073731e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;30;2020;incidência
;;;;;;;;1,14745876561801e+01;1,14745876561801e+01;1,18613715097592e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;31;2020;incidência
;;;;;;;;1,17324435585662e+01;1,17324435585662e+01;1,14745876561801e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;32;2020;incidência
;;;;;;;;1,12167317537940e+01;1,12167317537940e+01;1,14745876561801e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;33;2020;incidência
;;;;;;;;1,16035156073731e+01;1,16035156073731e+01;1,18613715097592e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;34;2020;incidência
;;;;;;;;1,26349392169174e+01;1,26349392169174e+01;1,17324435585662e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;35;2020;incidência
;;;;;;;;1,10878038026010e+01;1,10878038026010e+01;1,16035156073731e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;36;2020;incidência
;;;;;;;;1,12167317537940e+01;1,12167317537940e+01;1,13456597049871e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;37;2020;incidência
;;;;;;;;1,17324435585662e+01;1,17324435585662e+01;1,16035156073731e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;38;2020;incidência
;;;;;;;;1,19902994609522e+01;1,19902994609522e+01;1,07010199490219e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;39;2020;incidência
;;;;;;;;8,50924477874030e+00;8,50924477874030e+00;9,41174043709154e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;40;2020;incidência
;;;;;;;;7,60674912038905e+00;7,60674912038905e+00;8,12246092516119e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;41;2020;incidência
;;;;;;;;8,25138887635423e+00;8,25138887635423e+00;7,73567707158209e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;42;2020;incidência
;;;;;;;;7,47782116919602e+00;7,47782116919602e+00;7,09103731561691e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;43;2020;incidência
;;;;;;;;5,54390190130050e+00;5,54390190130050e+00;6,70425346203781e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;44;2020;incidência
;;;;;;;;6,96210936442388e+00;6,96210936442388e+00;6,83318141323084e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;45;2020;incidência
;;;;;;;;7,99353297396816e+00;7,99353297396816e+00;8,25138887635423e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;46;2020;incidência
;;;;;;;;9,66959633947761e+00;9,66959633947761e+00;1,04431640466358e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;47;2020;incidência
;;;;;;;;1,37952907776547e+01;1,37952907776547e+01;1,32795789728826e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;48;2020;incidência
;;;;;;;;1,65027777527085e+01;1,65027777527085e+01;1,35374348752687e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;49;2020;incidência
;;;;;;;;1,01853081442497e+01;1,01853081442497e+01;1,34085069240756e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;50;2020;incidência
;;;;;;;;1,34085069240756e+01;1,34085069240756e+01;1,16035156073731e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;51;2020;incidência
;;;;;;;;1,13456597049871e+01;1,13456597049871e+01;1,27638671681104e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;52;2020;incidência
;;;;;;;;1,35374348752687e+01;1,35374348752687e+01;1,31506510216895e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;53;2020;incidência
;;;;;;;;1,45688584848129e+01;1,45688584848129e+01;1,32795789728826e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;1;2021;incidência
;;;;;;;;1,18613715097592e+01;1,18613715097592e+01;1,34085069240756e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;2;2021;incidência
;;;;;;;;1,39242187288478e+01;1,39242187288478e+01;1,30217230704965e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;3;2021;incidência
;;;;;;;;1,31506510216895e+01;1,31506510216895e+01;1,44399305336199e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;4;2021;incidência
;;;;;;;;1,61159938991294e+01;1,61159938991294e+01;1,61159938991294e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;5;2021;incidência
;;;;;;;;1,92102647277622e+01;1,92102647277622e+01;1,95970485813413e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;6;2021;incidência
;;;;;;;;2,34648871171323e+01;2,34648871171323e+01;2,41095268730975e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;7;2021;incidência
;;;;;;;;2,95245008232050e+01;2,95245008232050e+01;2,79773654088886e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;8;2021;incidência
;;;;;;;;3,09427082863284e+01;3,09427082863284e+01;3,04269964815562e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;9;2021;incidência
;;;;;;;;3,08137803351353e+01;3,08137803351353e+01;3,35212673101890e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;10;2021;incidência
;;;;;;;;3,89362412602965e+01;3,89362412602965e+01;3,28766275542239e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;11;2021;incidência
;;;;;;;;2,87509331160468e+01;2,87509331160468e+01;3,08137803351353e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;12;2021;incidência
;;;;;;;;2,48830945802557e+01;2,48830945802557e+01;2,78484374576955e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;13;2021;incidência
;;;;;;;;2,99112846767841e+01;2,99112846767841e+01;2,57855902386070e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;14;2021;incidência
;;;;;;;;2,26913194099741e+01;2,26913194099741e+01;2,56566622874139e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;15;2021;incidência
;;;;;;;;2,44963107266766e+01;2,44963107266766e+01;2,51409504826418e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;16;2021;incidência
;;;;;;;;2,81062933600816e+01;2,81062933600816e+01;2,77195095065025e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;17;2021;incidência
;;;;;;;;3,06848523839423e+01;3,06848523839423e+01;3,13294921399075e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;18;2021;incidência
;;;;;;;;3,51973306756985e+01;3,51973306756985e+01;3,26187716518378e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;19;2021;incidência
;;;;;;;;3,18452039446796e+01;3,18452039446796e+01;3,55841145292776e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;20;2021;incidência
;;;;;;;;3,95808810162617e+01;3,95808810162617e+01;3,66155381388219e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;21;2021;incidência
;;;;;;;;3,82916015043313e+01;3,82916015043313e+01;3,63576822364358e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;22;2021;incidência
;;;;;;;;3,12005641887144e+01;3,12005641887144e+01;3,18452039446796e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;23;2021;incidência
;;;;;;;;2,59145181898000e+01;2,59145181898000e+01;2,65591579457652e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;24;2021;incidência
;;;;;;;;2,26913194099741e+01;2,26913194099741e+01;2,25623914587811e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;25;2021;incidência
;;;;;;;;1,92102647277622e+01;1,92102647277622e+01;1,90813367765691e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;26;2021;incidência
;;;;;;;;1,52134982407781e+01;1,52134982407781e+01;1,59870659479363e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;27;2021;incidência
;;;;;;;;1,34085069240756e+01;1,34085069240756e+01;1,36663628264617e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;28;2021;incidência
;;;;;;;;1,22481553633383e+01;1,22481553633383e+01;1,19902994609522e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;29;2021;incidência
;;;;;;;;1,04431640466358e+01;1,04431640466358e+01;1,07010199490219e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;30;2021;incidência
;;;;;;;;9,28281248589851e+00;9,28281248589851e+00;1,03142360954428e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;31;2021;incidência
;;;;;;;;1,12167317537940e+01;1,12167317537940e+01;9,54066838828457e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;32;2021;incidência
;;;;;;;;7,99353297396816e+00;7,99353297396816e+00;8,63817272993333e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;33;2021;incidência
;;;;;;;;6,70425346203781e+00;6,70425346203781e+00;7,09103731561691e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;34;2021;incidência
;;;;;;;;6,57532551084477e+00;6,57532551084477e+00;6,70425346203781e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;35;2021;incidência
;;;;;;;;6,70425346203781e+00;6,70425346203781e+00;6,18854165726567e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;36;2021;incidência
;;;;;;;;5,28604599891443e+00;5,28604599891443e+00;5,28604599891443e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;37;2021;incidência
;;;;;;;;3,86783853579104e+00;3,86783853579104e+00;5,02819009652836e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;38;2021;incidência
;;;;;;;;6,05961370607264e+00;6,05961370607264e+00;5,02819009652836e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;39;2021;incidência
;;;;;;;;5,28604599891443e+00;5,28604599891443e+00;5,93068575487960e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;40;2021;incidência
;;;;;;;;6,57532551084477e+00;6,57532551084477e+00;5,67282985249353e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;41;2021;incidência
;;;;;;;;5,28604599891443e+00;5,28604599891443e+00;5,93068575487960e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;42;2021;incidência
;;;;;;;;6,05961370607264e+00;6,05961370607264e+00;5,28604599891443e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;43;2021;incidência
;;;;;;;;4,51247829175622e+00;4,51247829175622e+00;4,77033419414229e+00;;;Alta;3532;RRAS11;35;SP;775627;44;2021;incidência
;;;;;;;;3,60998263340497e+00;3,60998263340497e+00;4,12569443817711e+00;;;Alta;3532;RRAS11;35;SP;775627;45;2021;incidência
;;;;;;;;4,25462238937015e+00;4,25462238937015e+00;4,51247829175622e+00;;;Alta;3532;RRAS11;35;SP;775627;46;2021;incidência
;;;;;;;;5,80175780368657e+00;5,80175780368657e+00;4,89926214533532e+00;;;Alta;3532;RRAS11;35;SP;775627;47;2021;incidência
;;;;;;;;4,51247829175622e+00;4,51247829175622e+00;5,02819009652836e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;48;2021;incidência
;;;;;;;;4,64140624294925e+00;4,64140624294925e+00;4,12569443817711e+00;;;Alta;3532;RRAS11;35;SP;775627;49;2021;incidência
;;;;;;;;3,35212673101890e+00;3,35212673101890e+00;4,51247829175622e+00;;;Alta;3532;RRAS11;35;SP;775627;50;2021;incidência
;;;;;;;;5,67282985249353e+00;5,67282985249353e+00;5,54390190130050e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;51;2021;incidência
;;;;;;;;7,60674912038905e+00;7,60674912038905e+00;8,12246092516119e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;52;2021;incidência
;;;;;;;;1,10878038026010e+01;1,10878038026010e+01;1,07010199490219e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;1;2022;incidência
;;;;;;;;1,35374348752687e+01;1,35374348752687e+01;1,30217230704965e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;2;2022;incidência
;;;;;;;;1,44399305336199e+01;1,44399305336199e+01;1,39242187288478e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;3;2022;incidência
;;;;;;;;1,36663628264617e+01;1,36663628264617e+01;1,37952907776547e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;4;2022;incidência
;;;;;;;;1,31506510216895e+01;1,31506510216895e+01;1,22481553633383e+01;;;Extremamente Alta;3532;RRAS11;35;SP;775627;5;2022;incidência
;;;;;;;;9,92745224186368e+00;9,92745224186368e+00;9,79852429067065e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;6;2022;incidência
;;;;;;;;6,44639755965174e+00;6,44639755965174e+00;6,83318141323084e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;7;2022;incidência
;;;;;;;;4,25462238937015e+00;4,25462238937015e+00;5,02819009652836e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;8;2022;incidência
;;;;;;;;4,25462238937015e+00;4,25462238937015e+00;3,73891058459801e+00;;;Alta;3532;RRAS11;35;SP;775627;9;2022;incidência
;;;;;;;;2,83641492624677e+00;2,83641492624677e+00;3,60998263340497e+00;;;Alta;3532;RRAS11;35;SP;775627;10;2022;incidência
;;;;;;;;3,86783853579104e+00;3,86783853579104e+00;3,73891058459801e+00;;;Alta;3532;RRAS11;35;SP;775627;11;2022;incidência
;;;;;;;;4,64140624294925e+00;4,64140624294925e+00;4,89926214533532e+00;;;Alta;3532;RRAS11;35;SP;775627;12;2022;incidência
;;;;;;;;6,05961370607264e+00;6,05961370607264e+00;5,02819009652836e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;13;2022;incidência
;;;;;;;;4,51247829175622e+00;4,51247829175622e+00;5,80175780368657e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;14;2022;incidência
;;;;;;;;6,96210936442388e+00;6,96210936442388e+00;5,80175780368657e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;15;2022;incidência
;;;;;;;;6,05961370607264e+00;6,05961370607264e+00;6,18854165726567e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;16;2022;incidência
;;;;;;;;5,54390190130050e+00;5,54390190130050e+00;6,70425346203781e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;17;2022;incidência
;;;;;;;;8,63817272993333e+00;8,63817272993333e+00;7,60674912038905e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;18;2022;incidência
;;;;;;;;8,76710068112637e+00;8,76710068112637e+00;8,76710068112637e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;19;2022;incidência
;;;;;;;;8,76710068112637e+00;8,76710068112637e+00;9,41174043709154e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;20;2022;incidência
;;;;;;;;1,08299479002149e+01;1,08299479002149e+01;9,66959633947761e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;21;2022;incidência
;;;;;;;;9,28281248589851e+00;9,28281248589851e+00;9,41174043709154e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;22;2022;incidência
;;;;;;;;8,25138887635423e+00;8,25138887635423e+00;9,02495658351244e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;23;2022;incidência
;;;;;;;;9,66959633947761e+00;9,66959633947761e+00;9,02495658351244e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;24;2022;incidência
;;;;;;;;9,02495658351244e+00;9,02495658351244e+00;8,76710068112637e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;25;2022;incidência
;;;;;;;;7,73567707158209e+00;7,73567707158209e+00;8,50924477874030e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;26;2022;incidência
;;;;;;;;8,76710068112637e+00;8,76710068112637e+00;7,60674912038905e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;27;2022;incidência
;;;;;;;;6,44639755965174e+00;6,44639755965174e+00;6,70425346203781e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;28;2022;incidência
;;;;;;;;4,89926214533532e+00;4,89926214533532e+00;5,41497395010746e+00;;;Muito Alta;3532;RRAS11;35;SP;775627;29;2022;incidência
;;;;;;;;4,77033419414229e+00;4,77033419414229e+00;4,51247829175622e+00;;;Alta;3532;RRAS11;35;SP;775627;30;2022;incidência
;;;;;;;;3,86783853579104e+00;3,86783853579104e+00;4,77033419414229e+00;;;Alta;3532;RRAS11;35;SP;775627;31;2022;incidência
;;;;;;;;5,54390190130050e+00;5,54390190130050e+00;4,38355034056318e+00;;;Alta;3532;RRAS11;35;SP;775627;32;2022;incidência
;;;;;;;;3,60998263340497e+00;3,60998263340497e+00;4,38355034056318e+00;;;Alta;3532;RRAS11;35;SP;775627;33;2022;incidência
;;;;;;;;3,99676648698408e+00;3,99676648698408e+00;3,60998263340497e+00;;;Alta;3532;RRAS11;35;SP;775627;34;2022;incidência
;;;;;;;;3,35212673101890e+00;3,35212673101890e+00;3,09427082863284e+00;;;Alta;3532;RRAS11;35;SP;775627;35;2022;incidência
;;;;;;;;2,06284721908856e+00;2,06284721908856e+00;2,70748697505373e+00;;;Alta;3532;RRAS11;35;SP;775627;36;2022;incidência
;;;;;;;;2,83641492624677e+00;2,83641492624677e+00;2,70748697505373e+00;;;Alta;3532;RRAS11;35;SP;775627;37;2022;incidência
;;;;;;;;3,22319877982587e+00;3,22319877982587e+00;2,96534287743980e+00;;;Alta;3532;RRAS11;35;SP;775627;38;2022;incidência
;;;;;;;;2,96534287743980e+00;2,96534287743980e+00;3,22319877982587e+00;;;Alta;3532;RRAS11;35;SP;775627;39;2022;incidência
;;;;;;;;3,35212673101890e+00;3,35212673101890e+00;2,70748697505373e+00;;;Alta;3532;RRAS11;35;SP;775627;40;2022;incidência
;;;;;;;;1,93391926789552e+00;1,93391926789552e+00;2,83641492624677e+00;;;Alta;3532;RRAS11;35;SP;775627;41;2022;incidência
;;;;;;;;3,35212673101890e+00;3,35212673101890e+00;2,32070312147463e+00;;;Alta;3532;RRAS11;35;SP;775627;42;2022;incidência
;;;;;;;;1,67606336550945e+00;1,67606336550945e+00;2,19177517028159e+00;;;Alta;3532;RRAS11;35;SP;775627;43;2022;incidência
;;;;;;;;1,54713541431642e+00;1,54713541431642e+00;1,80499131670249e+00;;;Alta;3532;RRAS11;35;SP;775627;44;2022;incidência
;;;;;;;;2,06284721908856e+00;2,06284721908856e+00;1,93391926789552e+00;;;Alta;3532;RRAS11;35;SP;775627;45;2022;incidência
;;;;;;;;2,06284721908856e+00;2,06284721908856e+00;2,70748697505373e+00;;;Alta;3532;RRAS11;35;SP;775627;46;2022;incidência
;;;;;;;;3,86783853579104e+00;3,86783853579104e+00;2,96534287743980e+00;;;Alta;3532;RRAS11;35;SP;775627;47;2022;incidência
;;;;;;;;2,96534287743980e+00;2,96534287743980e+00;3,22319877982587e+00;;;Alta;3532;RRAS11;35;SP;775627;48;2022;incidência
;;;;;;;;2,83641492624677e+00;2,83641492624677e+00;3,09427082863284e+00;;;Alta;3532;RRAS11;35;SP;775627;49;2022;incidência
;;;;;;;;3,60998263340497e+00;3,60998263340497e+00;3,35212673101890e+00;;;Alta;3532;RRAS11;35;SP;775627;50;2022;incidência
;;;;;;;;3,73891058459801e+00;3,73891058459801e+00;3,48105468221194e+00;;;Alta;3532;RRAS11;35;SP;775627;51;2022;incidência
;;;;;;;;2,96534287743980e+00;2,96534287743980e+00;3,35212673101890e+00;;;Alta;3532;RRAS11;35;SP;775627;52;2022;incidência
;;;;;;;;3,22319877982587e+00;3,22319877982587e+00;2,70748697505373e+00;;;Alta;3532;RRAS11;35;SP;775627;1;2023;incidência
;;;;;;;;1,80499131670249e+00;1,80499131670249e+00;2,32070312147463e+00;;;Alta;3532;RRAS11;35;SP;775627;2;2023;incidência
;;;;;;;;2,06284721908856e+00;2,06284721908856e+00;1,93391926789552e+00;;;Alta;3532;RRAS11;35;SP;775627;3;2023;incidência
;;;;;;;;1,80499131670249e+00;1,80499131670249e+00;2,19177517028159e+00;;;Alta;3532;RRAS11;35;SP;775627;4;2023;incidência
;;;;;;;;2,57855902386070e+00;2,57855902386070e+00;2,83641492624677e+00;;;Alta;3532;RRAS11;35;SP;775627;5;2023;incidência
;;;;;;;;3,99676648698408e+00;3,99676648698408e+00;3,35212673101890e+00;;;Alta;3532;RRAS11;35;SP;775627;6;2023;incidência
;;;;;;;;3,35212673101890e+00;3,35212673101890e+00;3,35212673101890e+00;;;Alta;3532;RRAS11;35;SP;775627;7;2023;incidência
;;;;;;;;2,83641492624677e+00;2,83641492624677e+00;3,09427082863284e+00;;;Alta;3532;RRAS11;35;SP;775627;8;2023;incidência
;;;;;;;;2,96534287743980e+00;2,96534287743980e+00;3,22319877982587e+00;;;Alta;3532;RRAS11;35;SP;775627;9;2023;incidência
;;;;;;;;3,99676648698408e+00;3,99676648698408e+00;3,86783853579104e+00;;;Alta;3532;RRAS11;35;SP;775627;10;2023;incidência
;;;;;;;;4,51247829175622e+00;4,51247829175622e+00;4,12569443817711e+00;;;Alta;3532;RRAS11;35;SP;775627;11;2023;incidência
;;;;;;;;3,99676648698408e+00;3,99676648698408e+00;3,73891058459801e+00;;;Alta;3532;RRAS11;35;SP;775627;12;2023;incidência
;;;;;;;;2,57855902386070e+00;2,57855902386070e+00;2,70748697505373e+00;;;Alta;3532;RRAS11;35;SP;775627;13;2023;incidência
;;;;;;;;1,54713541431642e+00;1,54713541431642e+00;1,80499131670249e+00;;;Alta;3532;RRAS11;35;SP;775627;14;2023;incidência
;;;;;;;;1,28927951193035e+00;1,28927951193035e+00;1,28927951193035e+00;;;Alta;3532;RRAS11;35;SP;775627;15;2023;incidência
;;;;;;;;1,03142360954428e+00;1,03142360954428e+00;1,16035156073731e+00;;;Alta;3532;RRAS11;35;SP;775627;16;2023;incidência
;;;;;;;;1,28927951193035e+00;1,28927951193035e+00;1,16035156073731e+00;;;Alta;3532;RRAS11;35;SP;775627;17;2023;incidência
;;;;;;;;1,16035156073731e+00;1,16035156073731e+00;1,28927951193035e+00;;;Alta;3532;RRAS11;35;SP;775627;18;2023;incidência
;;;;;;;;1,41820746312338e+00;1,41820746312338e+00;1,80499131670249e+00;;;Alta;3532;RRAS11;35;SP;775627;19;2023;incidência
;;;;;;;;2,70748697505373e+00;2,70748697505373e+00;2,06284721908856e+00;;;Alta;3532;RRAS11;35;SP;775627;20;2023;incidência
;;;;;;;;2,19177517028159e+00;2,19177517028159e+00;2,19177517028159e+00;;;Alta;3532;RRAS11;35;SP;775627;21;2023;incidência
;;;;;;;;1,67606336550945e+00;1,67606336550945e+00;1,54713541431642e+00;;;Alta;3532;RRAS11;35;SP;775627;22;2023;incidência
